query,species.name,db,sp,genus,family,order,class,phylum,kingdom
Hyla cinerea,Hyla cinerea,ncbi,Dryophytes cinereus,Dryophytes,Hylidae,Anura,Amphibia,Chordata,Metazoa
Hyla versicolor,Hyla versicolor,ncbi,Dryophytes versicolor,Dryophytes,Hylidae,Anura,Amphibia,Chordata,Metazoa
Pseudacris crucifer,Pseudacris crucifer,ncbi,Pseudacris crucifer,Pseudacris,Hylidae,Anura,Amphibia,Chordata,Metazoa
Pseudacris maculata,Pseudacris maculata,ncbi,Pseudacris maculata,Pseudacris,Hylidae,Anura,Amphibia,Chordata,Metazoa
Pseudacris ornata,Pseudacris ornata,ncbi,Pseudacris ornata,Pseudacris,Hylidae,Anura,Amphibia,Chordata,Metazoa
Pseudacris triseriata,Pseudacris triseriata,ncbi,Pseudacris triseriata,Pseudacris,Hylidae,Anura,Amphibia,Chordata,Metazoa
Gastrophryne carolinensis,Gastrophryne carolinensis,ncbi,Gastrophryne carolinensis,Gastrophryne,Microhylidae,Anura,Amphibia,Chordata,Metazoa
Scaphiopus holbrookii,Scaphiopus holbrookii,ncbi,Scaphiopus holbrookii,Scaphiopus,Pelobatidae,Anura,Amphibia,Chordata,Metazoa
Lithobates catesbeianus,Rana catesbeiana,ncbi,Lithobates catesbeianus,Lithobates,Ranidae,Anura,Amphibia,Chordata,Metazoa
Lithobates clamitans,Rana clamitans,ncbi,Lithobates clamitans,Lithobates,Ranidae,Anura,Amphibia,Chordata,Metazoa
Lithobates palustris,Rana palustris,ncbi,Lithobates palustris,Lithobates,Ranidae,Anura,Amphibia,Chordata,Metazoa
Lithobates sphenocephala,Rana sphenocephala,ncbi,Lithobates sphenocephalus,Lithobates,Ranidae,Anura,Amphibia,Chordata,Metazoa
Pelophylax lessonae,Rana esculenta,ncbi,Pelophylax lessonae,Pelophylax,Ranidae,Anura,Amphibia,Chordata,Metazoa
Rana cascadae,Rana cascadae,ncbi,Rana cascadae,Rana,Ranidae,Anura,Amphibia,Chordata,Metazoa
Zhangixalus arboreus,Rhacophorus arboreus,ncbi,Zhangixalus arboreus,Zhangixalus,Rhacophoridae,Anura,Amphibia,Chordata,Metazoa
Ambystoma opacum,Ambystoma opacum,ncbi,Ambystoma opacum,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,Metazoa
Ambystoma talpoideum,Ambystoma talpoideum,ncbi,Ambystoma talpoideum,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,Metazoa
Ambystoma tigrinum,Ambystoma tigrinum,ncbi,Ambystoma tigrinum,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata,Metazoa
Hynobius tokyoensis,Hynobius tokyoensis,ncbi,Hynobius tokyoensis,Hynobius,Hynobiidae,Caudata,Amphibia,Chordata,Metazoa
Eurycea quadridigitata,Eurycea quadridigitata,ncbi,Eurycea quadridigitata,Eurycea,Plethodontidae,Caudata,Amphibia,Chordata,Metazoa
Triturus alpestris,Triturus alpestris,ncbi,Ichthyosaura alpestris,Ichthyosaura,Salamandridae,Caudata,Amphibia,Chordata,Metazoa
Triturus helveticus,Triturus helveticus,ncbi,Lissotriton helveticus,Lissotriton,Salamandridae,Caudata,Amphibia,Chordata,Metazoa
Triturus vulgaris,Triturus vulgaris,ncbi,Lissotriton vulgaris,Lissotriton,Salamandridae,Caudata,Amphibia,Chordata,Metazoa
Triturus cristatus,Triturus cristatus,ncbi,Triturus cristatus,Triturus,Salamandridae,Caudata,Amphibia,Chordata,Metazoa
Accipiter nisus,Accipiter nisus,ncbi,Accipiter nisus,Accipiter,Accipitridae,Accipitriformes,Aves,Chordata,Metazoa
Accipiter striatus,Accipiter striatus,ncbi,Accipiter striatus,Accipiter,Accipitridae,Accipitriformes,Aves,Chordata,Metazoa
Milvus migrans,Milvus migrans,ncbi,Milvus migrans,Milvus,Accipitridae,Accipitriformes,Aves,Chordata,Metazoa
Chen caerulescens,Chen caerulescens,ncbi,Anser caerulescens,Anser,Anatidae,Anseriformes,Aves,Chordata,Metazoa
Branta canadensis,Branta canadensis,ncbi,Branta canadensis,Branta,Anatidae,Anseriformes,Aves,Chordata,Metazoa
Bucephala clangula,Bucephala clangula,ncbi,Bucephala clangula,Bucephala,Anatidae,Anseriformes,Aves,Chordata,Metazoa
Somateria mollissima,Somateria mollissima,ncbi,Somateria mollissima,Somateria,Anatidae,Anseriformes,Aves,Chordata,Metazoa
Anas querquedula,Anas querquedula,ncbi,Spatula querquedula,Spatula,Anatidae,Anseriformes,Aves,Chordata,Metazoa
Apus apus,Apus apus,ncbi,Apus apus,Apus,Apodidae,Apodiformes,Aves,Chordata,Metazoa
Hirundapus caudacutus,Hirundapus caudacutus,ncbi,Hirundapus caudacutus,Hirundapus,Apodidae,Apodiformes,Aves,Chordata,Metazoa
Selasphorus platycercus,Selasphorus platycercus,ncbi,Selasphorus platycercus,Selasphorus,Trochilidae,Apodiformes,Aves,Chordata,Metazoa
Alca torda,Alca torda,ncbi,Alca torda,Alca,Alcidae,Charadriiformes,Aves,Chordata,Metazoa
Alle alle,Alle alle,ncbi,Alle alle,Alle,Alcidae,Charadriiformes,Aves,Chordata,Metazoa
Cerorhinca monocerata,Cerorhinca monocerata,ncbi,Cerorhinca monocerata,Cerorhinca,Alcidae,Charadriiformes,Aves,Chordata,Metazoa
Fratercula arctica,Fratercula arctica,ncbi,Fratercula arctica,Fratercula,Alcidae,Charadriiformes,Aves,Chordata,Metazoa
Fratercula cirrhata,Fratercula cirrhata,ncbi,Fratercula cirrhata,Fratercula,Alcidae,Charadriiformes,Aves,Chordata,Metazoa
Ptychoramphus aleuticus,Ptychoramphus aleuticus,ncbi,Ptychoramphus aleuticus,Ptychoramphus,Alcidae,Charadriiformes,Aves,Chordata,Metazoa
Uria aalge,Uria aalge,ncbi,Uria aalge,Uria,Alcidae,Charadriiformes,Aves,Chordata,Metazoa
Uria aalge,Guillemots,ncbi,Uria aalge,Uria,Alcidae,Charadriiformes,Aves,Chordata,Metazoa
Uria lomvia,Uria lomvia,ncbi,Uria lomvia,Uria,Alcidae,Charadriiformes,Aves,Chordata,Metazoa
Charadrius bicinctus,Charadrius bicinctus,ncbi,Charadrius bicinctus,Charadrius,Charadriidae,Charadriiformes,Aves,Chordata,Metazoa
Pluvialis apricaria,Pluvialis apricaria,ncbi,Pluvialis apricaria,Pluvialis,Charadriidae,Charadriiformes,Aves,Chordata,Metazoa
Vanellus vanellus,Vanellus vanellus,ncbi,Vanellus vanellus,Vanellus,Charadriidae,Charadriiformes,Aves,Chordata,Metazoa
Larus argentatus,Larus argentatus,ncbi,Larus argentatus,Larus,Laridae,Charadriiformes,Aves,Chordata,Metazoa
Rissa tridactyla,Rissa tridactyla,ncbi,Rissa tridactyla,Rissa,Laridae,Charadriiformes,Aves,Chordata,Metazoa
Sterna hirundo,Sterna hirundo,ncbi,Sterna hirundo,Sterna,Laridae,Charadriiformes,Aves,Chordata,Metazoa
Sterna paradisaea,Sterna paradisaea,ncbi,Sterna paradisaea,Sterna,Laridae,Charadriiformes,Aves,Chordata,Metazoa
Thalasseus sandvicensis,Thalasseus sandvicensis,ncbi,Thalasseus sandvicensis,Thalasseus,Laridae,Charadriiformes,Aves,Chordata,Metazoa
Actitis hypoleucos,Actitis hypoleucos,ncbi,Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,Aves,Chordata,Metazoa
Calidris alba,Calidris alba,ncbi,Calidris alba,Calidris,Scolopacidae,Charadriiformes,Aves,Chordata,Metazoa
Calidris canutus,Calidris canutus,ncbi,Calidris canutus,Calidris,Scolopacidae,Charadriiformes,Aves,Chordata,Metazoa
Calidris ferruginea,Calidris ferruginea,ncbi,Calidris ferruginea,Calidris,Scolopacidae,Charadriiformes,Aves,Chordata,Metazoa
Numenius arquata,Numenius arquata,ncbi,Numenius arquata,Numenius,Scolopacidae,Charadriiformes,Aves,Chordata,Metazoa
Scolopax rusticola,Scolopax rusticola,ncbi,Scolopax rusticola,Scolopax,Scolopacidae,Charadriiformes,Aves,Chordata,Metazoa
Tringa erythropus,Tringa erythropus,ncbi,Tringa erythropus,Tringa,Scolopacidae,Charadriiformes,Aves,Chordata,Metazoa
Tringa flavipes,Tringa flavipes,ncbi,Tringa flavipes,Tringa,Scolopacidae,Charadriiformes,Aves,Chordata,Metazoa
Tringa glareola,Tringa glareola,ncbi,Tringa glareola,Tringa,Scolopacidae,Charadriiformes,Aves,Chordata,Metazoa
Catharacta maccormicki,Catharacta maccormicki,ncbi,Stercorarius maccormicki,Stercorarius,Stercorariidae,Charadriiformes,Aves,Chordata,Metazoa
Ciconia ciconia,Ciconia ciconia,ncbi,Ciconia ciconia,Ciconia,Ciconiidae,Ciconiiformes,Aves,Chordata,Metazoa
Todiramphus sanctus,Todiramphus sanctus,ncbi,Todiramphus sanctus,Todiramphus,Alcedinidae,Coraciiformes,Aves,Chordata,Metazoa
Merops ornatus,Merops ornatus,ncbi,Merops ornatus,Merops,Meropidae,Coraciiformes,Aves,Chordata,Metazoa
Clamator glandarius,Clamator glandarius,ncbi,Clamator glandarius,Clamator,Cuculidae,Cuculiformes,Aves,Chordata,Metazoa
Cuculus canorus,Cuculus canorus,ncbi,Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,Aves,Chordata,Metazoa
Cuculus pallidus,Cuculus pallidus,ncbi,Cuculus pallidus,Cuculus,Cuculidae,Cuculiformes,Aves,Chordata,Metazoa
Eudynamys scolopacea,Eudynamys scolopacea,ncbi,Eudynamys scolopaceus,Eudynamys,Cuculidae,Cuculiformes,Aves,Chordata,Metazoa
Scythrops novaehollandiae,Scythrops novaehollandiae,ncbi,Scythrops novaehollandiae,Scythrops,Cuculidae,Cuculiformes,Aves,Chordata,Metazoa
Falco subbuteo,Falco subbuteo,ncbi,Falco subbuteo,Falco,Falconidae,Falconiformes,Aves,Chordata,Metazoa
Lagopus leucurus,Lagopus leucurus,ncbi,Lagopus leucura,Lagopus,Phasianidae,Galliformes,Aves,Chordata,Metazoa
Tetrao tetrix,Tetrao tetrix,ncbi,Lyrurus tetrix,Lyrurus,Phasianidae,Galliformes,Aves,Chordata,Metazoa
Tetrao urogallus,Tetrao urogallus,ncbi,Tetrao urogallus,Tetrao,Phasianidae,Galliformes,Aves,Chordata,Metazoa
Grus grus,Grus grus,ncbi,Grus grus,Grus,Gruidae,Gruiformes,Aves,Chordata,Metazoa
Gerygone olivacea,Gerygone olivacea,ncbi,Gerygone olivacea,Gerygone,Acanthizidae,Passeriformes,Aves,Chordata,Metazoa
Alauda arvensis,Alauda arvensis,ncbi,Alauda arvensis,Alauda,Alaudidae,Passeriformes,Aves,Chordata,Metazoa
Certhia americana,Certhia americana,ncbi,Certhia americana,Certhia,Certhiidae,Passeriformes,Aves,Chordata,Metazoa
Troglodytes troglodytes,Troglodytes troglodytes,ncbi,Troglodytes troglodytes,Troglodytes,Certhiidae,Passeriformes,Aves,Chordata,Metazoa
Corvus frugilegus,Corvus frugilegus,ncbi,Corvus frugilegus,Corvus,Corvidae,Passeriformes,Aves,Chordata,Metazoa
Perisoreus canadensis,Perisoreus canadensis,ncbi,Perisoreus canadensis,Perisoreus,Corvidae,Passeriformes,Aves,Chordata,Metazoa
Pica pica,Pica pica,ncbi,Pica pica,Pica,Corvidae,Passeriformes,Aves,Chordata,Metazoa
Carduelis carduelis,Carduelis carduelis,ncbi,Carduelis carduelis,Carduelis,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Carpodacus erythrinus,Carpodacus erythrinus,ncbi,Carpodacus erythrinus,Carpodacus,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Chloris chloris,Chloris chloris,ncbi,Chloris chloris,Chloris,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Coccothraustes coccothraustes,Coccothraustes coccothraustes,ncbi,Coccothraustes coccothraustes,Coccothraustes,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Emberiza citrinella,Emberiza citrinella,ncbi,Emberiza citrinella,Emberiza,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Emberiza schoeniclus,Emberiza schoeniclus,ncbi,Emberiza schoeniclus,Emberiza,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Emberiza spodocephala,Emberiza spodocephala,ncbi,Emberiza spodocephala,Emberiza,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Miliaria calandra,Miliaria calandra,ncbi,Emberiza calandra,Emberiza,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Fringilla coelebs,Fringilla coelebs,ncbi,Fringilla coelebs,Fringilla,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Fringilla montifringilla,Fringilla montifringilla,ncbi,Fringilla montifringilla,Fringilla,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Cannabina ,Cannabina cannabina,ncbi,cannabina,Linaria,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Pheucticus ludovicianus,Pheucticus ludovicianus,ncbi,Pheucticus ludovicianus,Pheucticus,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Pyrrhula pyrrhula,Pyrrhula pyrrhula,ncbi,Pyrrhula pyrrhula,Pyrrhula,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Spinus spinus,Spinus spinus,ncbi,Spinus spinus,Spinus,Fringillidae,Passeriformes,Aves,Chordata,Metazoa
Delichon urbicum,Delichon urbicum,ncbi,Delichon urbicum,Delichon,Hirundinidae,Passeriformes,Aves,Chordata,Metazoa
Hirundo rustica,Hirundo rustica,ncbi,Hirundo rustica,Hirundo,Hirundinidae,Passeriformes,Aves,Chordata,Metazoa
Riparia riparia,Riparia riparia,ncbi,Riparia riparia,Riparia,Hirundinidae,Passeriformes,Aves,Chordata,Metazoa
Tachycineta bicolor,Tachycineta bicolor,ncbi,Tachycineta bicolor,Tachycineta,Hirundinidae,Passeriformes,Aves,Chordata,Metazoa
Agelaius phoeniceus,Agelaius phoeniceus,ncbi,Agelaius phoeniceus,Agelaius,Icteridae,Passeriformes,Aves,Chordata,Metazoa
Quiscalus quiscula,Quiscalus quiscula,ncbi,Quiscalus quiscula,Quiscalus,Icteridae,Passeriformes,Aves,Chordata,Metazoa
Lanius collurio,Lanius collurio,ncbi,Lanius collurio,Lanius,Laniidae,Passeriformes,Aves,Chordata,Metazoa
Locustella fluviatilis,Locustella fluviatilis,ncbi,Locustella fluviatilis,Locustella,Locustellidae,Passeriformes,Aves,Chordata,Metazoa
Monarcha melanopsis,Monarcha melanopsis,ncbi,Monarcha melanopsis,Monarcha,Monarchidae,Passeriformes,Aves,Chordata,Metazoa
Myiagra rubecula,Myiagra rubecula,ncbi,Myiagra rubecula,Myiagra,Monarchidae,Passeriformes,Aves,Chordata,Metazoa
Anthus pratensis,Anthus pratensis,ncbi,Anthus pratensis,Anthus,Motacillidae,Passeriformes,Aves,Chordata,Metazoa
Anthus trivialis,Anthus trivialis,ncbi,Anthus trivialis,Anthus,Motacillidae,Passeriformes,Aves,Chordata,Metazoa
Motacilla alba,Motacilla alba,ncbi,Motacilla alba,Motacilla,Motacillidae,Passeriformes,Aves,Chordata,Metazoa
Motacilla flava,Motacilla flava,ncbi,Motacilla flava,Motacilla,Motacillidae,Passeriformes,Aves,Chordata,Metazoa
Ficedula albicollis,Ficedula albicollis,ncbi,Ficedula albicollis,Ficedula,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa
Ficedula hypoleuca,Ficedula hypoleuca,ncbi,Ficedula hypoleuca,Ficedula,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa
Ficedula parva,Ficedula parva,ncbi,Ficedula parva,Ficedula,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa
Muscicapa striata,Muscicapa striata,ncbi,Muscicapa striata,Muscicapa,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa
Oenanthe oenanthe,Oenanthe oenanthe,ncbi,Oenanthe oenanthe,Oenanthe,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa
Phoenicurus auroreus,Phoenicurus auroreus,ncbi,Phoenicurus auroreus,Phoenicurus,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa
Phoenicurus ochruros,Phoenicurus ochruros,ncbi,Phoenicurus ochruros,Phoenicurus,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa
Phoenicurus phoenicurus,Phoenicurus phoenicurus,ncbi,Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa
Saxicola rubetra,Saxicola rubetra,ncbi,Saxicola rubetra,Saxicola,Muscicapidae,Passeriformes,Aves,Chordata,Metazoa
Pachycephala rufiventris,Pachycephala rufiventris,ncbi,Pachycephala rufiventris,Pachycephala,Pachycephalidae,Passeriformes,Aves,Chordata,Metazoa
Cyanistes caeruleus,Cyanistes caeruleus,ncbi,Cyanistes caeruleus,Cyanistes,Paridae,Passeriformes,Aves,Chordata,Metazoa
Parus caeruleus,Parus caeruleus,ncbi,Cyanistes caeruleus,Cyanistes,Paridae,Passeriformes,Aves,Chordata,Metazoa
Parus major,Parus major,ncbi,Parus major,Parus,Paridae,Passeriformes,Aves,Chordata,Metazoa
Parus ater,Parus ater,ncbi,Periparus ater,Periparus,Paridae,Passeriformes,Aves,Chordata,Metazoa
Poecile montanus,Poecile montanus,ncbi,Poecile montanus,Poecile,Paridae,Passeriformes,Aves,Chordata,Metazoa
Geothlypis trichas,Geothlypis trichas,ncbi,Geothlypis trichas,Geothlypis,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Mniotilta varia,Mniotilta varia,ncbi,Mniotilta varia,Mniotilta,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Seiurus aurocapilla,Seiurus aurocapilla,ncbi,Seiurus aurocapilla,Seiurus,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Setophaga coronata,Setophaga coronata,ncbi,Setophaga coronata,Setophaga,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Setophaga fusca,Setophaga fusca,ncbi,Setophaga fusca,Setophaga,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Setophaga magnolia,Setophaga magnolia,ncbi,Setophaga magnolia,Setophaga,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Setophaga palmarum,Setophaga palmarum,ncbi,Setophaga palmarum,Setophaga,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Setophaga petechia,Setophaga petechia,ncbi,Setophaga petechia,Setophaga,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Setophaga ruticilla,Setophaga ruticilla,ncbi,Setophaga ruticilla,Setophaga,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Setophaga striata,Setophaga striata,ncbi,Setophaga striata,Setophaga,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Setophaga virens,Setophaga virens,ncbi,Setophaga virens,Setophaga,Parulidae,Passeriformes,Aves,Chordata,Metazoa
Passerella iliaca,Passerella iliaca,ncbi,Passerella iliaca,Passerella,Passerellidae,Passeriformes,Aves,Chordata,Metazoa
Pipilo erythrophthalmus,Pipilo erythrophthalmus,ncbi,Pipilo erythrophthalmus,Pipilo,Passerellidae,Passeriformes,Aves,Chordata,Metazoa
Zonotrichia albicollis,Zonotrichia albicollis,ncbi,Zonotrichia albicollis,Zonotrichia,Passerellidae,Passeriformes,Aves,Chordata,Metazoa
Passer domesticus,Passer domesticus,ncbi,Passer domesticus,Passer,Passeridae,Passeriformes,Aves,Chordata,Metazoa
Passer italiae,Passer italiae,ncbi,Passer italiae,Passer,Passeridae,Passeriformes,Aves,Chordata,Metazoa
Passer montanus,Passer montanus,ncbi,Passer montanus,Passer,Passeridae,Passeriformes,Aves,Chordata,Metazoa
Prunella modularis,Prunella modularis,ncbi,Prunella modularis,Prunella,Passeridae,Passeriformes,Aves,Chordata,Metazoa
Phylloscopus collybita,Phylloscopus collybita,ncbi,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Passeriformes,Aves,Chordata,Metazoa
Phylloscopus sibilatrix,Phylloscopus sibilatrix,ncbi,Phylloscopus sibilatrix,Phylloscopus,Phylloscopidae,Passeriformes,Aves,Chordata,Metazoa
Phylloscopus trochiloides,Phylloscopus trochiloides,ncbi,Phylloscopus trochiloides,Phylloscopus,Phylloscopidae,Passeriformes,Aves,Chordata,Metazoa
Phylloscopus trochilus,Phylloscopus trochilus,ncbi,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Passeriformes,Aves,Chordata,Metazoa
Sitta europaea,Sitta europaea,ncbi,Sitta europaea,Sitta,Sittidae,Passeriformes,Aves,Chordata,Metazoa
Sturnus vulgaris,Sturnus vulgaris,ncbi,Sturnus vulgaris,Sturnus,Sturnidae,Passeriformes,Aves,Chordata,Metazoa
Acrocephalus arundinaceus,Acrocephalus arundinaceus,ncbi,Acrocephalus arundinaceus,Acrocephalus,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,ncbi,Acrocephalus schoenobaenus,Acrocephalus,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
Acrocephalus scirpaceus,Acrocephalus scirpaceus,ncbi,Acrocephalus scirpaceus,Acrocephalus,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
Sylvia curruca,Sylvia curruca,ncbi,Curruca curruca,Curruca,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
Hippolais icterina,Hippolais icterina,ncbi,Hippolais icterina,Hippolais,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
Sylvia atricapilla,Sylvia atricapilla,ncbi,Sylvia atricapilla,Sylvia,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
Sylvia borin,Sylvia borin,ncbi,Sylvia borin,Sylvia,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
Sylvia communis,Sylvia communis,ncbi,Sylvia communis,Sylvia,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
Sylvia nisoria,Sylvia nisoria,ncbi,Sylvia nisoria,Sylvia,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
Erithacus rubecula,Erithacus rubecula,ncbi,Erithacus rubecula,Erithacus,Turdidae,Passeriformes,Aves,Chordata,Metazoa
Luscinia luscinia,Luscinia luscinia,ncbi,Luscinia luscinia,Luscinia,Turdidae,Passeriformes,Aves,Chordata,Metazoa
Luscinia megarhynchos,Luscinia megarhynchos,ncbi,Luscinia megarhynchos,Luscinia,Turdidae,Passeriformes,Aves,Chordata,Metazoa
Turdus eunomus,Turdus eunomus,ncbi,Turdus eunomus,Turdus,Turdidae,Passeriformes,Aves,Chordata,Metazoa
Turdus iliacus,Turdus iliacus,ncbi,Turdus iliacus,Turdus,Turdidae,Passeriformes,Aves,Chordata,Metazoa
Turdus merula,Turdus merula,ncbi,Turdus merula,Turdus,Turdidae,Passeriformes,Aves,Chordata,Metazoa
Turdus migratorius,Turdus migratorius,ncbi,Turdus migratorius,Turdus,Turdidae,Passeriformes,Aves,Chordata,Metazoa
Turdus pallidus,Turdus pallidus,ncbi,Turdus pallidus,Turdus,Turdidae,Passeriformes,Aves,Chordata,Metazoa
Turdus philomelos,Turdus philomelos,ncbi,Turdus philomelos,Turdus,Turdidae,Passeriformes,Aves,Chordata,Metazoa
Turdus pilaris,Turdus pilaris,ncbi,Turdus pilaris,Turdus,Turdidae,Passeriformes,Aves,Chordata,Metazoa
Empidonax minimus,Empidonax minimus,ncbi,Empidonax minimus,Empidonax,Tyrannidae,Passeriformes,Aves,Chordata,Metazoa
Sayornis phoebe,Sayornis phoebe,ncbi,Sayornis phoebe,Sayornis,Tyrannidae,Passeriformes,Aves,Chordata,Metazoa
Phalacrocorax aristotelis,Phalacrocorax aristotelis,ncbi,Phalacrocorax aristotelis,Phalacrocorax,Phalacrocoracidae,Pelecaniformes,Aves,Chordata,Metazoa
Colaptes auratus,Colaptes auratus,ncbi,Colaptes auratus,Colaptes,Picidae,Piciformes,Aves,Chordata,Metazoa
Picoides borealis,Picoides borealis,ncbi,Picoides borealis,Picoides,Picidae,Piciformes,Aves,Chordata,Metazoa
Oceanites oceanicus,Oceanites oceanicus,ncbi,Oceanites oceanicus,Oceanites,Hydrobatidae,Procellariiformes,Aves,Chordata,Metazoa
Daption capense,Daption capense,ncbi,Daption capense,Daption,Procellariidae,Procellariiformes,Aves,Chordata,Metazoa
Fulmarus glacialis,Fulmarus glacialis,ncbi,Fulmarus glacialis,Fulmarus,Procellariidae,Procellariiformes,Aves,Chordata,Metazoa
Fulmarus glacialoides,Fulmarus glacialoides,ncbi,Fulmarus glacialoides,Fulmarus,Procellariidae,Procellariiformes,Aves,Chordata,Metazoa
Macronectes giganteus,Macronectes giganteus,ncbi,Macronectes giganteus,Macronectes,Procellariidae,Procellariiformes,Aves,Chordata,Metazoa
Pagodroma nivea,Pagodroma nivea,ncbi,Pagodroma nivea,Pagodroma,Procellariidae,Procellariiformes,Aves,Chordata,Metazoa
Thalassoica antarctica,Thalassoica antarctica,ncbi,Thalassoica antarctica,Thalassoica,Procellariidae,Procellariiformes,Aves,Chordata,Metazoa
Aptenodytes forsteri,Aptenodytes forsteri,ncbi,Aptenodytes forsteri,Aptenodytes,Spheniscidae,Sphenisciformes,Aves,Chordata,Metazoa
Pygoscelis adeliae,Pygoscelis adeliae,ncbi,Pygoscelis adeliae,Pygoscelis,Spheniscidae,Sphenisciformes,Aves,Chordata,Metazoa
Pygoscelis antarcticus,Pygoscelis antarcticus,ncbi,Pygoscelis antarcticus,Pygoscelis,Spheniscidae,Sphenisciformes,Aves,Chordata,Metazoa
Pygoscelis papua,Pygoscelis papua,ncbi,Pygoscelis papua,Pygoscelis,Spheniscidae,Sphenisciformes,Aves,Chordata,Metazoa
Upupa epops,Upupa epops,ncbi,Upupa epops,Upupa,Upupidae,Upupiformes,Aves,Chordata,Metazoa
Bos taurus,Bos taurus,ncbi,Bos taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Metazoa
Rangifer tarandus,Rangifer tarandus,ncbi,Rangifer tarandus,Rangifer,Cervidae,Artiodactyla,Mammalia,Chordata,Metazoa
Glis glis,Glis glis,ncbi,Glis glis,Glis,Gliridae,Rodentia,Mammalia,Chordata,Metazoa
Marmota flaviventris,Marmota flaviventris,ncbi,Marmota flaviventris,Marmota,Sciuridae,Rodentia,Mammalia,Chordata,Metazoa
Urocitellus columbianus,Urocitellus columbianus,ncbi,Urocitellus columbianus,Urocitellus,Sciuridae,Rodentia,Mammalia,Chordata,Metazoa
Caretta caretta,Caretta caretta,ncbi,Caretta caretta,Caretta,Cheloniidae,Testudines,Reptilia,Chordata,Metazoa
Beroe gracilis,Beroe gracilis,ncbi,Beroe gracilis,Beroe,Beroidae,Beroida,Nuda,Ctenophora,Metazoa
Beroe pileus,Pleurobrachia pileus,ncbi,Pleurobrachia pileus,Beroe,Beroidae,Beroida,Nuda,Ctenophora,Metazoa
Mnemiopsis leidyi,Mnemiopsis leidyi,ncbi,Mnemiopsis leidyi,Mnemiopsis,Bolinopsidae,Lobata,Tentaculata,Ctenophora,Metazoa
Rhopalomyzus lonicerae,Rhopalomyzus lonicerae,ncbi,Rhopalomyzus lonicerae,Rhopalomyzus,Aphididae,Hemiptera,Insecta,Arthropoda,Metazoa
Rhizedra lutosa,Rhizedra lutosa,ncbi,Rhizedra lutosa,Rhizedra,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa
Rana ornativentris,Rana ornativentris,ncbi,Rana ornativentris,Rana,Ranidae,Anura,Amphibia,Chordata,Metazoa
Rana temporaria,Rana temporaria,ncbi,Rana temporaria,Rana,Ranidae,Anura,Amphibia,Chordata,Metazoa
Regulus calendula,Regulus calendula,ncbi,Regulus calendula,Regulus,Sylviidae,Passeriformes,Aves,Chordata,Metazoa
